VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,7/1/2015 0:00,7/1/2015 0:08,1,2.27,-73.96839142,40.79912186,1,N,-73.94946289,40.8275795,1,9.5,0.5,0.5,2.7,0,0.3,13.5
2,7/1/2015 0:00,7/1/2015 0:24,1,6.09,-74.00458527,40.7376976,1,N,-73.93173981,40.76506042,1,21,0.5,0.5,4.46,0,0.3,26.76
2,7/1/2015 0:00,7/1/2015 0:03,1,1.08,-73.98136139,40.77893066,1,N,-73.97145844,40.79267883,1,5,0.5,0.5,2,0,0.3,8.3
2,7/1/2015 0:00,7/1/2015 0:06,1,1.13,-73.98622894,40.75767136,1,N,-73.97205353,40.75680923,2,6.5,0.5,0.5,0,0,0.3,7.8
1,7/1/2015 0:00,7/1/2015 0:07,1,1.2,-73.98982239,40.73423767,1,N,-73.97582245,40.74150085,1,7,0.5,0.5,1.2,0,0.3,9.5
2,7/1/2015 0:00,7/1/2015 0:19,3,6.93,-73.98735809,40.7605896,1,N,-73.92791748,40.82014847,2,21,0.5,0.5,0,0,0.3,22.3
1,7/1/2015 0:00,7/1/2015 0:23,2,5.4,-73.98631287,40.7305603,1,N,-73.98673248,40.6693306,2,20,0.5,0.5,0,0,0.3,21.3
1,7/1/2015 0:00,7/1/2015 0:15,1,4,-73.98426819,40.75460052,1,N,-73.94039917,40.79314041,1,14,0.5,0.5,2,0,0.3,17.3
2,7/1/2015 0:00,7/1/2015 0:18,1,4.89,-73.99440765,40.73290253,1,N,-73.97041321,40.67295837,2,17.5,0.5,0.5,0,0,0.3,18.8
1,7/1/2015 0:00,7/1/2015 0:22,1,6.7,-73.98397064,40.77571487,1,N,-74.00972748,40.7077713,1,21.5,0.5,0.5,2.2,0,0.3,25
1,7/1/2015 0:00,7/1/2015 0:12,1,2.5,-73.98191071,40.771595,1,N,-73.9512558,40.78586578,1,11,0.5,0.5,2,0,0.3,14.3
1,7/1/2015 0:00,7/1/2015 0:25,1,17.8,-73.78347015,40.64859772,2,N,-73.98803711,40.72002411,1,52,0,0.5,13.2,0,0.3,66
1,7/1/2015 0:00,7/1/2015 0:08,1,1.5,-73.95718384,40.71829224,1,N,-73.95431519,40.72815323,1,7.5,0.5,0.5,1.75,0,0.3,10.55
1,7/1/2015 0:00,7/1/2015 0:09,3,1.7,-73.99187469,40.77049637,1,N,-73.97329712,40.78494263,2,8.5,0.5,0.5,0,0,0.3,9.8
2,7/1/2015 0:00,7/1/2015 0:08,3,1.64,-73.96302795,40.80426407,1,N,-73.94724274,40.81184387,2,8,0.5,0.5,0,0,0.3,9.3
2,7/1/2015 0:00,7/1/2015 0:07,1,1.55,-73.99739838,40.72130585,1,N,-73.98577881,40.73824692,1,7.5,0.5,0.5,1,0,0.3,9.8
2,7/1/2015 0:00,7/1/2015 0:02,2,0.79,-74.00704193,40.74176025,1,N,-74.00167847,40.7516098,2,4,0.5,0.5,0,0,0.3,5.3
2,7/1/2015 0:00,7/1/2015 0:03,2,1.01,-74.00338745,40.72885132,1,N,-74.00807953,40.71702576,1,5,0.5,0.5,1.26,0,0.3,7.56
1,7/1/2015 0:00,7/1/2015 0:17,2,4.9,-74.00328827,40.73263168,1,N,-73.95043182,40.77556992,1,16.5,0.5,0.5,4.45,0,0.3,22.25
1,7/1/2015 0:00,7/1/2015 0:23,1,5.6,-74.0074234,40.74315262,1,N,-73.97697449,40.68161011,1,19.5,0.5,0.5,4.15,0,0.3,24.95
2,7/1/2015 0:00,7/1/2015 0:22,1,10.09,-73.86264038,40.76897812,1,N,-73.95821381,40.77648163,2,29.5,0.5,0.5,0,5.54,0.3,36.34
2,7/1/2015 0:00,7/1/2015 0:08,1,1.29,-73.98324585,40.7386055,1,N,-74.00120544,40.73929214,1,7,0.5,0.5,1.66,0,0.3,9.96
2,7/1/2015 0:00,7/1/2015 0:18,1,10.28,-73.86340332,40.76979065,1,N,-73.97810364,40.7292099,1,29.5,0.5,0.5,9.24,0,0.3,40.04
2,7/1/2015 0:00,7/1/2015 0:04,1,0.9,-73.97388458,40.75133133,1,N,-73.96457672,40.75753403,1,5.5,0.5,0.5,1.36,0,0.3,8.16
2,7/1/2015 0:00,7/1/2015 0:00,1,0,0,0,5,N,0,0,1,22.7,0,0,0,0,0.3,23
2,7/1/2015 0:00,7/1/2015 0:07,2,1.54,-73.98710632,40.73888779,1,N,-73.97484589,40.75764465,2,7.5,0.5,0.5,0,0,0.3,8.8
2,7/1/2015 0:00,7/1/2015 0:23,1,5.86,-73.99015045,40.75651932,1,N,-73.98497009,40.68927002,1,20,0.5,0.5,4.26,0,0.3,25.56
2,7/1/2015 0:00,7/1/2015 0:08,2,1.73,-74.00884247,40.71899796,1,N,-74.00752258,40.74088669,2,8,0.5,0.5,0,0,0.3,9.3
1,7/1/2015 0:00,7/1/2015 0:12,1,3.2,-73.97506714,40.75136185,1,N,-73.95793152,40.73200226,1,12,0.5,0.5,3.75,5.54,0.3,22.59
1,7/1/2015 0:00,7/1/2015 0:06,1,1.4,-73.97194672,40.78207779,1,N,-73.95232391,40.77391434,2,6.5,0.5,0.5,0,0,0.3,7.8
1,7/1/2015 0:00,7/1/2015 0:06,2,1,-73.99352264,40.74319077,1,N,-73.98674011,40.74863052,1,6,0.5,0.5,1.45,0,0.3,8.75
2,7/1/2015 0:00,7/1/2015 0:10,2,1.95,-74.00602722,40.73571014,1,N,-73.99195099,40.75907898,2,9,0.5,0.5,0,0,0.3,10.3
2,7/1/2015 0:00,7/1/2015 0:32,1,19.01,-73.79042816,40.6439209,2,N,-73.99974823,40.74576187,1,52,0,0.5,7,5.54,0.3,65.34
2,7/1/2015 0:00,7/1/2015 0:11,1,3.87,-73.99230194,40.73783112,1,N,-73.95749664,40.77398682,1,13,0.5,0.5,1.7,0,0.3,16
1,7/1/2015 0:00,7/1/2015 0:05,2,1,-74.00206757,40.73833084,1,N,-74.00658417,40.74875259,2,6,0.5,0.5,0,0,0.3,7.3
1,7/1/2015 0:00,7/1/2015 0:12,1,1.7,-73.98342896,40.72627258,1,N,-74.00153351,40.74024963,2,9.5,0.5,0.5,0,0,0.3,10.8
1,7/1/2015 0:00,7/1/2015 0:00,1,0,-73.97327423,40.75272751,1,N,-73.97328186,40.75274277,2,2.5,0.5,0.5,0,0,0.3,3.8
2,7/1/2015 0:00,7/1/2015 0:13,1,6.66,-73.99458313,40.69037247,1,N,-74.02272797,40.62490845,2,20,0.5,0.5,0,0,0.3,21.3
1,7/1/2015 0:00,7/1/2015 0:03,1,0.2,-73.98767853,40.72127151,1,Y,-73.98527527,40.72356033,1,3.5,0.5,0.5,0.96,0,0.3,5.76
1,7/1/2015 0:00,7/1/2015 0:18,1,4.2,-74.00874329,40.7160759,1,N,-73.96002197,40.69047928,1,16,0.5,0.5,3,0,0.3,20.3
1,7/1/2015 0:00,7/1/2015 0:04,1,0.6,-73.98725128,40.7562561,1,N,-73.98599243,40.76210022,1,5,0.5,0.5,1.25,0,0.3,7.55
2,7/1/2015 0:00,7/1/2015 0:12,1,2.64,-73.95665741,40.74604034,1,N,-73.94425964,40.71458054,2,11,0.5,0.5,0,0,0.3,12.3
2,7/1/2015 0:00,7/1/2015 0:10,1,1.97,-73.98148346,40.75993729,1,N,-73.99481964,40.74211884,1,9,0.5,0.5,1.5,0,0.3,11.8
2,7/1/2015 0:00,7/1/2015 0:13,1,2.81,-73.9812851,40.76395416,1,N,-73.94950867,40.78189087,1,12,0.5,0.5,2.66,0,0.3,15.96
1,7/1/2015 0:00,7/1/2015 0:21,1,5.2,-73.9701767,40.75678635,1,N,-73.90002441,40.76802063,2,19.5,0.5,0.5,0,0,0.3,20.8
1,7/1/2015 0:00,7/1/2015 0:13,1,2.6,-73.98240662,40.76779938,1,N,-73.97077179,40.78930283,2,12,0.5,0.5,0,0,0.3,13.3
2,7/1/2015 0:00,7/1/2015 0:08,2,1.18,-74.00347137,40.72530746,1,N,-74.0043335,40.7379837,1,7,0.5,0.5,2.08,0,0.3,10.38
2,7/1/2015 0:00,7/1/2015 0:22,5,3.78,-73.99188232,40.68951035,1,N,-73.9828186,40.71595001,1,17,0.5,0.5,2,0,0.3,20.3
2,7/1/2015 0:00,7/1/2015 0:04,1,0.58,-73.99429321,40.73224258,1,N,-74.00095367,40.73651886,1,4.5,0.5,0.5,1,0,0.3,6.8
2,7/1/2015 0:00,7/1/2015 0:17,1,3.78,-73.98571014,40.7475853,1,N,-74.00946808,40.70472336,1,14,0.5,0.5,0.5,0,0.3,15.8
2,7/1/2015 0:00,7/1/2015 0:13,1,3.24,-73.99398804,40.72103119,1,N,-73.98005676,40.67942047,1,12.5,0.5,0.5,2.76,0,0.3,16.56
1,7/1/2015 0:00,7/1/2015 0:09,2,1.8,-73.98554993,40.74678802,1,N,-73.98871613,40.72718048,1,8,0.5,0.5,1.85,0,0.3,11.15
1,7/1/2015 0:00,7/1/2015 0:23,1,7.7,-73.78249359,40.64448547,1,N,-73.74034882,40.65546799,2,25.5,0.5,0.5,0,0,0.3,26.8
2,7/1/2015 0:00,7/1/2015 0:03,5,0.59,-73.98584747,40.75756073,1,N,-73.99100494,40.75037384,2,4,0.5,0.5,0,0,0.3,5.3
2,7/1/2015 0:00,7/1/2015 0:07,2,2.08,-73.96195984,40.7704277,1,N,-73.98052216,40.78970337,2,8.5,0.5,0.5,0,0,0.3,9.8
2,7/1/2015 0:00,7/1/2015 0:13,2,2.16,-73.98347473,40.7505188,1,N,-73.99016571,40.77191925,2,11,0.5,0.5,0,0,0.3,12.3
1,7/1/2015 0:00,7/1/2015 0:15,1,3.2,-74.00256348,40.72904205,1,N,-73.96246338,40.70906448,1,13.5,0.5,0.5,3.7,0,0.3,18.5
1,7/1/2015 0:00,7/1/2015 0:08,1,1.6,-73.98856354,40.72264481,1,N,-73.99864197,40.7381897,1,8,0.5,0.5,1.85,0,0.3,11.15
1,7/1/2015 0:00,7/1/2015 0:23,1,10.8,-73.98204803,40.7621727,1,N,-73.83268738,40.71680832,1,32,0.5,0.5,7.72,5.33,0.3,46.35
1,7/1/2015 0:00,7/1/2015 0:11,1,2.7,-73.97116852,40.75762177,1,N,-73.99854279,40.73212433,1,10,0.5,0.5,2,0,0.3,13.3
1,7/1/2015 0:00,7/1/2015 0:05,1,1,-73.99205017,40.76430893,1,N,-73.97747803,40.76384354,1,5.5,0.5,0.5,2,0,0.3,8.8
1,7/1/2015 0:00,7/1/2015 0:05,1,1.9,-73.96208191,40.80521011,1,N,-73.95606232,40.78803635,1,7,0.5,0.5,1.77,0,0.3,10.07
1,7/1/2015 0:00,7/1/2015 0:15,1,4.6,-73.96322632,40.79892349,1,N,-74.00551605,40.73883438,2,15,0.5,0.5,0,0,0.3,16.3
2,7/1/2015 0:00,7/1/2015 0:30,1,7.9,-74.00127411,40.74137115,1,N,-73.91870117,40.70243073,2,26.5,0.5,0.5,0,0,0.3,27.8
2,7/1/2015 0:00,7/1/2015 0:08,1,2.83,-73.98207855,40.75231171,1,N,-73.95581055,40.78514862,1,10,0.5,0.5,2.82,0,0.3,14.12
1,7/1/2015 0:00,7/1/2015 0:12,1,2.3,-73.95423889,40.73035431,1,N,-73.93663788,40.75365067,1,10.5,0.5,0.5,3.5,0,0.3,15.3
2,7/1/2015 0:00,7/1/2015 0:10,1,1.26,-73.99373627,40.76196289,1,N,-73.97906494,40.7528038,1,8,0.5,0.5,1,0,0.3,10.3
2,7/1/2015 0:00,7/1/2015 0:11,1,2.56,-73.99842072,40.73532104,1,N,-73.98738861,40.76531219,1,10.5,0.5,0.5,1.08,0,0.3,12.88
2,7/1/2015 0:00,7/1/2015 0:08,5,1.41,-73.96479034,40.69358826,1,N,-73.96690369,40.7075882,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,7/1/2015 0:00,7/1/2015 0:08,1,2.05,-74.00170898,40.73047638,1,N,-73.99229431,40.75430679,1,8.5,0.5,0.5,1.96,0,0.3,11.76
2,7/1/2015 0:00,7/1/2015 0:06,1,0.78,-73.98238373,40.7675209,1,N,-73.96867371,40.7649498,2,6,0.5,0.5,0,0,0.3,7.3
2,7/1/2015 0:00,7/1/2015 0:08,1,1.43,-73.99403381,40.75122833,1,N,-73.98117065,40.76911926,2,7.5,0.5,0.5,0,0,0.3,8.8
2,7/1/2015 0:00,7/1/2015 0:22,1,8.02,-74.00719452,40.73997116,1,N,-73.94703674,40.83712769,2,25.5,0.5,0.5,0,0,0.3,26.8
1,7/1/2015 0:00,7/1/2015 0:16,2,3.7,-73.98009491,40.78382111,1,N,-74.00170135,40.73936081,1,13.5,0.5,0.5,2,0,0.3,16.8
2,7/1/2015 0:00,7/1/2015 0:17,4,4.3,-74.00422668,40.74249649,1,N,-73.96383667,40.71045685,1,16,0.5,0.5,1,0,0.3,18.3
1,7/1/2015 0:00,7/1/2015 0:02,1,0.6,-73.9719696,40.79465866,1,N,-73.97808838,40.78648758,2,4,0.5,0.5,0,0,0.3,5.3
1,7/1/2015 0:00,7/1/2015 0:03,1,0.3,-74.00254059,40.73366547,1,N,-74.00125885,40.73401642,2,4,0.5,0.5,0,0,0.3,5.3
1,7/1/2015 0:00,7/1/2015 0:12,1,1.9,-73.98161316,40.74477768,1,N,-73.98529816,40.76350784,2,9.5,0.5,0.5,0,0,0.3,10.8
1,7/1/2015 0:00,7/1/2015 0:32,2,14.1,-73.98844147,40.76419449,1,N,-73.87751007,40.88071442,1,41.5,0.5,0.5,8.55,0,0.3,51.35
1,7/1/2015 0:00,7/1/2015 0:20,4,4.7,-73.98602295,40.75659943,1,N,-74.01705933,40.70540237,2,17.5,0.5,0.5,0,0,0.3,18.8
2,7/1/2015 0:00,7/1/2015 0:27,1,11.84,-74.00983429,40.72224808,1,N,-73.92234802,40.86905289,1,35.5,0.5,0.5,11.04,0,0.3,47.84
2,7/1/2015 0:00,7/1/2015 0:24,1,11.2,-73.86280823,40.76905823,1,N,-73.98113251,40.77129364,1,32,0.5,0.5,7.77,5.54,0.3,46.61
2,7/1/2015 0:00,7/1/2015 0:07,1,1.24,-73.97822571,40.75878143,1,N,-73.9637146,40.76546478,1,6.5,0.5,0.5,1.95,0,0.3,9.75
2,7/1/2015 0:00,7/1/2015 0:27,6,12.54,-73.86279297,40.76902008,1,N,-73.98763275,40.67180252,1,36.5,0.5,0.5,0,0,0.3,37.8
1,7/1/2015 0:00,7/1/2015 0:18,2,9.4,-73.87448883,40.77394104,1,N,-73.98751831,40.72893143,1,26.5,0.5,0.5,6.66,5.54,0.3,40
1,7/1/2015 0:00,7/1/2015 0:13,3,2.1,-73.98721313,40.72053146,1,N,-73.98462677,40.74444962,2,10.5,0.5,0.5,0,0,0.3,11.8
2,7/1/2015 0:00,7/1/2015 0:18,1,6.77,-73.96570587,40.75285339,1,N,-73.983078,40.69649506,1,21,0.5,0.5,2.7,0,0.3,25
2,7/1/2015 0:00,7/1/2015 0:15,1,3.61,-74.00440216,40.73406601,1,N,-73.96382141,40.76525116,2,13.5,0.5,0.5,0,0,0.3,14.8
1,7/1/2015 0:00,7/1/2015 0:25,1,5.2,-73.99983978,40.73854065,1,N,-73.9801178,40.6769104,1,21,0.5,0.5,4.45,0,0.3,26.75
1,7/1/2015 0:00,7/1/2015 0:06,1,1.2,-73.95766449,40.77442932,1,N,-73.9747467,40.78311157,1,6,0.5,0.5,1.4,0,0.3,8.7
2,7/1/2015 0:00,7/1/2015 0:25,2,5.06,-73.98194122,40.75759125,1,N,-73.94243622,40.81891251,2,20,0.5,0.5,0,0,0.3,21.3
2,7/1/2015 0:00,7/1/2015 0:04,2,0.57,-73.98655701,40.76406097,1,N,-73.98239136,40.75902939,1,4.5,0.5,0.5,1.16,0,0.3,6.96
2,7/1/2015 0:00,7/1/2015 0:07,4,1.64,-73.98551178,40.73825073,1,N,-73.99920654,40.72108841,1,7,0.5,0.5,1.66,0,0.3,9.96
2,7/1/2015 0:00,7/1/2015 0:11,2,1.74,-73.96960449,40.75780869,1,N,-73.99168396,40.7496109,2,9,0.5,0.5,0,0,0.3,10.3
2,7/1/2015 0:00,7/1/2015 0:25,1,14.96,-73.87114716,40.7738533,1,N,-73.9876709,40.64412308,2,41,0.5,0.5,0,0,0.3,42.3
1,7/1/2015 0:00,7/1/2015 0:19,1,2,-73.98203278,40.76880264,1,N,-73.99666595,40.7420845,1,13.5,0.5,0.5,2.95,0,0.3,17.75
1,7/1/2015 0:00,7/1/2015 0:12,1,2.8,-73.9912796,40.75038528,1,N,-73.98758698,40.72155762,1,10.5,0.5,0.5,2.36,0,0.3,14.16
1,7/1/2015 0:00,7/1/2015 0:05,2,0.7,-73.99580383,40.76432037,1,N,-73.98603058,40.75917053,2,5,0.5,0.5,0,0,0.3,6.3
2,7/1/2015 0:00,7/1/2015 0:13,1,2.68,-74.00065613,40.73091125,1,N,-73.97463989,40.75684357,2,11.5,0.5,0.5,0,0,0.3,12.8
2,7/1/2015 0:00,7/1/2015 0:05,1,0.99,-73.98899078,40.74491501,1,N,-73.99192047,40.75418854,1,5.5,0.5,0.5,1.7,0,0.3,8.5
2,7/1/2015 0:00,7/1/2015 0:05,1,1.03,-74.00405121,40.75192261,1,N,-73.99369812,40.75478745,1,5.5,0.5,0.5,1.7,0,0.3,8.5
2,7/1/2015 0:00,7/1/2015 0:23,3,6.56,-73.99185181,40.72589111,1,N,-73.97003174,40.80142975,1,21.5,0.5,0.5,4.56,0,0.3,27.36
1,7/1/2015 0:00,7/1/2015 0:28,1,8.8,-73.97279358,40.74931335,1,N,-73.98381805,40.6642952,1,29,0.5,0.5,7.57,0,0.3,37.87
1,7/1/2015 0:00,7/1/2015 0:04,1,0.6,-73.99227142,40.75619125,1,N,-73.98310852,40.75584793,1,4.5,0.5,0.5,0.6,0,0.3,6.4
1,7/1/2015 0:00,7/1/2015 0:04,1,0.6,-73.97556305,40.75185394,1,N,-73.97244263,40.74621582,1,4.5,0.5,0.5,0.7,0,0.3,6.5
1,7/1/2015 0:00,7/1/2015 0:25,1,5.1,-73.97852325,40.75102234,1,N,-74.01742554,40.70950699,1,21,0.5,0.5,3,0,0.3,25.3
2,7/1/2015 0:00,7/1/2015 0:21,6,6.08,-73.96291351,40.76644516,1,N,-73.99741364,40.71531296,1,21.5,0.5,0.5,4.56,0,0.3,27.36
2,7/1/2015 0:00,7/1/2015 0:12,1,2.93,-73.98190308,40.76018906,1,N,-73.94920349,40.7850914,1,11.5,0.5,0.5,2.56,0,0.3,15.36
1,7/1/2015 0:00,7/1/2015 0:18,1,3.9,-73.98129272,40.74679947,1,N,-73.97740173,40.78939819,1,15.5,0.5,0.5,3.35,0,0.3,20.15
1,7/1/2015 0:00,7/1/2015 0:19,1,5.8,-74.00769806,40.73941803,1,N,-73.9488678,40.78078842,2,19,0.5,0.5,0,0,0.3,20.3
2,7/1/2015 0:00,7/1/2015 0:08,1,3.44,-73.78814697,40.64744186,1,N,-73.78401947,40.66563034,2,12,0.5,0.5,0,0,0.3,13.3
2,7/1/2015 0:00,7/1/2015 0:21,5,5.63,-73.97242737,40.75988388,1,N,-73.90671539,40.77455521,1,20,0.5,0.5,5.32,0,0.3,26.62
1,7/1/2015 0:00,7/1/2015 0:08,1,1.5,-73.98943329,40.7455368,1,N,-73.98434448,40.76138306,2,7,0.5,0.5,0,0,0.3,8.3
2,7/1/2015 0:00,7/1/2015 0:16,5,1.98,-73.98470306,40.76000977,1,N,-73.98342133,40.73886871,1,11.5,0.5,0.5,3.2,0,0.3,16
2,7/1/2015 0:00,7/1/2015 0:04,1,0.64,-74.00272369,40.72494507,1,N,-73.99739838,40.71937561,1,4.5,0.5,0.5,1,0,0.3,6.8
2,7/1/2015 0:00,7/1/2015 0:14,1,6.46,-74.01151276,40.70353699,1,N,-73.95987701,40.76686096,2,20,0.5,0.5,0,0,0.3,21.3
2,7/1/2015 0:00,7/1/2015 0:12,1,1.71,-74.00067139,40.72974014,1,N,-74.00762939,40.74011993,1,9,0.5,0.5,3.09,0,0.3,13.39
2,7/1/2015 0:00,7/1/2015 0:07,1,2.21,-73.95599365,40.77211761,1,N,-73.93565369,40.79580688,1,8,0.5,0.5,1,0,0.3,10.3
2,7/1/2015 0:00,7/1/2015 0:06,5,1.44,-73.93804169,40.80374146,1,N,-73.94416809,40.78813171,1,6.5,0.5,0.5,0.01,0,0.3,7.81
2,7/1/2015 0:00,7/1/2015 0:15,1,8.2,-73.86271667,40.76882553,1,N,-73.78456116,40.71344376,1,24,0.5,0.5,5.06,0,0.3,30.36
1,7/1/2015 0:01,7/1/2015 0:12,1,2.8,-73.94592285,40.77794266,1,N,-73.9753952,40.7522316,1,11,0.5,0.5,3.65,0,0.3,15.95
2,7/1/2015 0:01,7/1/2015 0:23,1,3.31,-73.97531128,40.75220108,1,N,-73.989151,40.77708054,1,16.5,0.5,0.5,3.56,0,0.3,21.36
2,7/1/2015 0:01,7/1/2015 0:32,1,17.69,-73.79047394,40.64411163,2,N,-73.96958923,40.76096725,2,52,0,0.5,0,0,0.3,52.8
2,7/1/2015 0:01,7/1/2015 0:05,1,1.46,-74.00055695,40.73226547,1,N,-73.98629761,40.74732208,1,6,0.5,0.5,0.5,0,0.3,7.8
1,7/1/2015 0:01,7/1/2015 0:04,1,0.8,-73.98730469,40.75643921,1,N,-74.00041199,40.76184464,1,5,0.5,0.5,1,0,0.3,7.3
1,7/1/2015 0:01,7/1/2015 0:33,1,5.9,-74.00173187,40.74110413,1,N,-73.92094421,40.75522614,1,24.5,0.5,0.5,2,0,0.3,27.8
2,7/1/2015 0:01,7/1/2015 0:13,3,3.28,-73.98312378,40.73862076,1,N,-73.98140717,40.77059174,2,12.5,0.5,0.5,0,0,0.3,13.8
2,7/1/2015 0:01,7/1/2015 0:15,2,3.66,-73.99404144,40.75147247,1,N,-73.95322418,40.77998352,1,13.5,0.5,0.5,3.5,0,0.3,18.3
1,7/1/2015 0:01,7/1/2015 0:12,1,1,-73.98056793,40.76455688,1,N,-73.990448,40.75106812,2,9,0.5,0.5,0,0,0.3,10.3
1,7/1/2015 0:01,7/1/2015 0:09,1,2.3,-73.97626495,40.75994873,1,N,-73.95323944,40.77602386,1,9,0.5,0.5,1.5,0,0.3,11.8
2,7/1/2015 0:01,7/1/2015 0:06,6,0.69,-74.00931549,40.72600174,1,N,-73.99816895,40.72276688,1,5,0.5,0.5,1.26,0,0.3,7.56
2,7/1/2015 0:01,7/1/2015 0:40,1,9.5,-73.97560883,40.78179932,1,N,-73.94541168,40.68454361,1,33,0.5,0.5,5.8,0,0.3,40.1
2,7/1/2015 0:01,7/1/2015 0:05,1,1.77,-73.96367645,40.75716782,1,N,-73.9474411,40.7794838,1,7,0.5,0.5,1.66,0,0.3,9.96
2,7/1/2015 0:01,7/1/2015 0:06,5,1.05,-73.9848938,40.74768066,1,N,-73.9848938,40.74770355,1,6,0.5,0.5,2.19,0,0.3,9.49
2,7/1/2015 0:01,7/1/2015 0:03,1,0.95,-73.96916962,40.75775146,1,N,-73.96058655,40.7698288,2,5,0.5,0.5,0,0,0.3,6.3
2,7/1/2015 0:01,7/1/2015 0:10,1,1.83,-73.99965668,40.74332809,1,N,-73.9743042,40.73688126,1,8.5,0.5,0.5,1.96,0,0.3,11.76
1,7/1/2015 0:01,7/1/2015 0:07,3,0.9,-73.96047974,40.80000305,1,N,-73.97145081,40.79707718,1,6,0.5,0.5,1,0,0.3,8.3
2,7/1/2015 0:01,7/1/2015 0:16,1,6.11,-73.9834671,40.72211075,1,N,-73.95214844,40.78382874,2,19.5,0.5,0.5,0,0,0.3,20.8
2,7/1/2015 0:01,7/1/2015 0:14,1,2.68,-73.98081207,40.75357437,1,N,-73.98200989,40.72404861,1,11.5,0.5,0.5,2.56,0,0.3,15.36
1,7/1/2015 0:01,7/1/2015 0:05,1,0.7,-73.97836304,40.74115372,1,N,-73.97957611,40.73332214,1,5,0.5,0.5,1.25,0,0.3,7.55
1,7/1/2015 0:01,7/1/2015 0:07,1,1.3,-73.99791718,40.71387482,1,N,-73.98478699,40.72587204,1,7,0.5,0.5,1.66,0,0.3,9.96
1,7/1/2015 0:01,7/1/2015 0:16,1,7.2,-73.86264801,40.76889038,1,N,-73.83434296,40.70541382,1,22,0.5,0.5,4.65,0,0.3,27.95
1,7/1/2015 0:01,7/1/2015 0:06,1,1.8,-73.9923172,40.68979263,1,N,-74.00921631,40.67581177,2,7,0.5,0.5,0,0,0.3,8.3
1,7/1/2015 0:01,7/1/2015 0:10,3,4.5,-73.8709259,40.77348709,1,N,-73.82519531,40.77275848,2,14,0.5,0.5,0,0,0.3,15.3
2,7/1/2015 0:01,7/1/2015 0:11,1,1.73,-73.99111176,40.76036072,1,N,-73.96714783,40.75756836,1,8.5,0.5,0.5,1.96,0,0.3,11.76
2,7/1/2015 0:01,7/1/2015 0:08,1,1.16,-74.00119019,40.7173996,1,N,-73.99517059,40.72447586,1,7,0.5,0.5,1,0,0.3,9.3
1,7/1/2015 0:01,7/1/2015 0:12,1,3.1,-74.00304413,40.71790314,1,N,-73.95864105,40.71276093,1,12,0.5,0.5,2.4,0,0.3,15.7
1,7/1/2015 0:01,7/1/2015 0:15,2,2.8,-73.98390198,40.72937393,1,N,-73.99763489,40.75636673,1,12,0.5,0.5,1.5,0,0.3,14.8
1,7/1/2015 0:01,7/1/2015 0:09,1,2.3,-73.98748016,40.74344254,1,N,-74.00575256,40.71679306,1,9,0.5,0.5,2,0,0.3,12.3
2,7/1/2015 0:01,7/1/2015 0:05,1,0.88,-73.98721313,40.77613831,1,N,-73.98318481,40.76791382,2,5.5,0.5,0.5,0,0,0.3,6.8
2,7/1/2015 0:01,7/1/2015 0:05,1,1.13,-73.99726105,40.74178696,1,N,-74.00852966,40.73052597,1,5.5,0.5,0.5,1.36,0,0.3,8.16
1,7/1/2015 0:01,7/1/2015 0:08,2,1.1,-74.01366425,40.71377945,1,N,-74.00626373,40.70801163,1,6.5,0.5,0.5,1.55,0,0.3,9.35
1,7/1/2015 0:01,7/1/2015 0:13,1,4.9,-73.97150421,40.79770279,1,Y,-73.9409256,40.85132217,1,15.5,0.5,0.5,5.04,0,0.3,21.84
1,7/1/2015 0:01,7/1/2015 0:03,1,0.6,-73.99269867,40.75826645,1,N,-73.98628998,40.76075745,2,4,0.5,0.5,0,0,0.3,5.3
1,7/1/2015 0:01,7/1/2015 0:06,1,1.7,-73.96305847,40.79917526,1,N,-73.98086548,40.77920532,2,7,0.5,0.5,0,0,0.3,8.3
1,7/1/2015 0:01,7/1/2015 0:06,4,0.9,-73.98988342,40.76065063,1,N,-73.97515106,40.75760269,2,5.5,0.5,0.5,0,0,0.3,6.8
2,7/1/2015 0:01,7/1/2015 0:17,2,2.54,-73.99463654,40.75035858,1,N,-74.00434113,40.74056244,1,12,0.5,0.5,2.66,0,0.3,15.96
1,7/1/2015 0:01,7/1/2015 0:08,1,1.7,-73.97322845,40.67831802,1,N,-73.96238708,40.68629837,2,7.5,0.5,0.5,0,0,0.3,8.8
1,7/1/2015 0:01,7/1/2015 0:29,1,6.7,-73.98220062,40.75892258,1,N,-73.99987793,40.68948746,2,24,0.5,0.5,0,0,0.3,25.3
2,7/1/2015 0:01,7/1/2015 0:12,1,2.84,-73.98122406,40.75883102,1,N,-73.97485352,40.79034424,2,11.5,0.5,0.5,0,0,0.3,12.8
2,7/1/2015 0:01,7/1/2015 0:07,5,0.99,-73.9990387,40.74546051,1,N,-73.98312378,40.73887253,1,6.5,0.5,0.5,1,0,0.3,8.8
